Description,CPV
taljer og heisesystemer,42411000
vinsjer gangspill og spill til bruk i gruvesjakter og under jorden,42412000
vinsjer til gruvesjakter og vinsjer til bruk under jorden,42412100
vinsjer til gruvesjakter,42412110
vinsjer til bruk under jorden,42412120
gangspill,42412200
jekker og kjøretøys heiser,42413000
innbygde løftesystemer,42413100
hydrauliske jekker,42413200
pneumatiske jekker,42413300
mekaniske jekker,42413400
kjøretøys heiser,42413500
kraner mobile løfterammer og trucker med kran,42414000
kraner,42414100
havnekraner,42414110
kaikraner,42414120
stablekraner,42414130
containerkraner,42414140
tårnkraner,42414150
traverskraner,42414200
løpekran,42414210
rullebru,42414220
portal utliggerkran,42414300
mobile løfterammer,42414310
utliggerkran på sokkel,42414320
kraner montert på kjøretøyer,42414400
lastebilkraner,42414410
brukraner,42414500
gaffeltrucker trucker perrong traktorer,42415000
løftetrucker,42415100
gaffeltrucker,42415110
trucker,42415200
trucker med håndterings utstyr,42415210
jernbanestasjons perrong traktorer,42415300
førerløse kjøretøy (free-steered vehicles),42415310
utstyr til utryknings kjøretøyer,42415320
heiser elevatorer med heisespann elevatorer rulletrapper rullende fortau,42416000
heiser,42416100
badeheiser løfteanordninger til badekar,42416110
vareheiser,42416120
mekaniske heiser,42416130
elevatorer med heisespann,42416200
heiser for avfallstransport,42416210
heiseverk vinsjer taljer,42416300
rulletrapper,42416400
rullende fortau,42416500
elevatorer og transportører,42417000
pneumatiske elevatorer eller transportører,42417100
transportører,42417200
kurvtransportører eller -elevatorer med kontinuerlig drift,42417210
båndtransportører eller -elevatorer med kontinuerlig drift,42417220
panseroverdekte transportører (afc) til bruk i gruver,42417230
transportørutstyr,42417300
båndtransportører,42417310
anleggsmaskiner til løfting håndtering lasting eller lossing,42418000
gruvevognskyvere og skyvebroer til lokomotiver eller vogner,42418100
utstyr til enskinnebaner eller skiheiser,42418200
utstyr til taubaner,42418210
stolheiser,42418220
utstyr til skiheiser,42418290
utstyr til fjerning av toppen av flammetårn,42418300
karusellagrings- og gjenfinningsmaskiner,42418400
mekanisk håndteringsutstyr,42418500
last- eller håndteringmaskiner,42418900
utstyr til lasting,42418910
utstyr til lossing,42418920
sidelastere,42418930
containerhåndteringsutstyr,42418940
deler til løfte- og håndteringsutstyr,42419000
deler til kraner,42419100
deler til trucker,42419200
deler til heiser elevatorer med heisespann eller rulletrapper,42419500
deler til heiser,42419510
deler til elevatorer med heisespann,42419520
deler til rulletrapper,42419530
deler til rullende fortau,42419540
deler til transportører,42419800
deler til båndtransportører,42419810
deler til spanntransportører,42419890
deler til vinsjer og annet løfte- eller håndteringsutstyr,42419900
spans buckets grabs and grapples for cranes and excavators,42420000
cooling and ventilation equipment,42500000
heat exchangers air conditioning and cooling equipment and filtration machines,42510000
varmevekslere og apparater til fremstilling av flytende luft eller andre gasser,42511000
varmevekslere,42511100
varmepumper,42511110
apparater til fremstilling av flytende luft eller andre gasser,42511200
luftkondisjoneringsinstallasjoner,42512000
luftkondisjoneringsapparater montert på vinduer,42512100
luftkondisjoneringsapparater montert på vegg,42512200
klima-aggregater,42512300
luftkondisjoneringsapparater til kjøretøyer,42512400
deler til luftkondisjoneringsmaskiner,42512500
spjeld,42512510
luftspjeld,42512520
kjøle- og fryseutstyr,42513000
fryseutstyr,42513100
kjøleutstyr,42513200
kjølemontrer,42513210
kjøledisker,42513220
kjøleapparater til industriell bruk,42513290
maskiner og apparater til filtrering eller rensing av gasser,42514000
elektrostatiske luft- og gassrensere,42514200
filtreringsapparater,42514300
luftfiltre,42514310
gassfiltre,42514320
oppvarmingstank i distriktene,42515000
ventilation equipment,42520000
røykutsugingsutstyr,42521000
vifter ikke til husholdninger,42522000
deler til vifter,42522100
parts for cooling and freezing equipment as well as heat pumps,42530000
deler til kjøleutstyr,42531000
deler til fryseutstyr,42532000
deler til varmepumper,42533000
machine tools,42600000
machine tools with laser beams and machining centers,42610000
spesialverktøymaskiner,42611000
maskineringssentre,42612000
maskineringssentre med horisontal spindel,42612100
maskineringssentre med vertikal spindel,42612200
lathes drilling and milling machines,42620000
dreiebenker,42621000
cnc-dreiebenk,42621100
gjenge- eller tappgjengemaskiner,42622000
fresemaskiner,42623000
machine tools for processing metal,42630000
verktøymaskiner til overflatebehandling av metall,42631000
numerisk styrte maskiner til bearbeiding av metall,42632000
maskiner til bøying falsing retting eller oppretting,42633000
smiemaskiner,42634000
hamremaskiner,42635000
presser,42636000
hydrauliske presser,42636100
verktøymaskiner til boring utboring eller fresing i metall,42637000
verktøymaskiner til boring i metall,42637100
verktøymaskiner til utboring i metall,42637200
verktøymaskiner til fresing i metall,42637300
maskineringssentre til metallbearbeiding,42638000
machine tools for processing hard materials except metal,42640000
verktøymaskiner til bearbeiding av stein keramisk betong eller glass,42641000
verktøymaskiner til bearbeiding av stein,42641100
verktøymaskiner til bearbeiding av keramikk,42641200
verktøymaskiner til bearbeiding av betong,42641300
verktøymaskiner til bearbeiding av glass,42641400
verktøymaskiner til bearbeiding av tre ben kork hardgummi eller hardplast,42642000
verktøymaskiner til bearbeiding av tre,42642100
verktøymaskiner til bearbeiding av ben,42642200
verktøymaskiner til bearbeiding av kork,42642300
verktøymaskiner til bearbeiding av hardgummi,42642400
verktøymaskiner til bearbeiding av hardplast,42642500
pneumatic or motorized hand tools,42650000
pneumatiske håndverktøy,42651000
elektromekaniske håndverktøy,42652000
tools for soldering brazing and welding machines and equipment for surface hardening and heat spraying,42660000
apparater til lodding og slaglodding,42661000
loddeutstyr,42661100
slagloddeutstyr,42661200
sveiseutstyr,42662000
elektrisk sveiseutstyr,42662100
ikke-elektrisk sveiseutstyr,42662200
maskiner til overflateherding,42663000
smelteutstyr,42664000
smelteutstyr til plast,42664100
metallsprøytemaskiner,42665000
parts and accessories for machine tools,42670000
verktøysholdere,42671000
fraktere for laboratorieverktøy,42671100
reagensrørholdere for bad,42671110
materialeholdere til verktøymaskiner,42672000
deleanordninger og spesialtilbehør til verktøymaskiner,42673000
deler og tilbehør til verktøymaskiner til bearbeiding av metall,42674000
deler og tilbehør til verktøymaskiner til bearbeiding av harde materialer,42675000
deler til kjedesager,42675100
deler til håndverktøy,42676000
deler til pneumatisk verktøy,42677000
machines for the production of textiles clothing and leather goods,42700000
machines for the production of textiles,42710000
maskiner til bearbeiding av kunstfiber,42711000
spinnemaskiner,42712000
vevemaskiner,42713000
strikkemaskiner,42714000
symaskiner,42715000
vaskemaskiner rensemaskiner og tørkemaskiner,42716000
vaskeanlegg,42716100
vaskeutstyr,42716110
vaskemaskiner,42716120
maskiner til kjemisk rensing,42716130
tørkemaskiner,42716200
apparater til stryking og sammenlegging av lintøy,42717000
apparater til sammenlegging av lintøy,42717100
maskiner til ferdigbehandling av tekstiler,42718000
strykemaskiner,42718100
strykepresser,42718200
parts for machines for the production of textiles and clothing,42720000
machines for the production of paper or cardboard,42800000
parts for machines for the production of paper or cardboard,42810000
various machinery for general and special use,42900000
distillation filtration or rectification apparatus,42910000
maskiner og apparater til filtrering eller rensing av væsker,42912000
maskiner og apparater til filtrering av væsker,42912100
apparater til filtrering av boreslam,42912110
hydrosykloner,42912120
apparater til filtrering eller rensing av drikkevarer,42912130
maskiner og apparater til filtrering eller rensing av vann,42912300
vannfiltreringsapparater,42912310
avluftningsapparater,42912320
vannrenseapparater,42912330
avsaltningsapparater,42912340
utstyr til filtreringsanlegg,42912350
olje- bensin- og luftinntaksfiltre,42913000
oljefiltre,42913300
bensinfiltre,42913400
luftinntaksfiltre,42913500
resirkulasjonsutstyr,42914000
machines for cleaning bottles packing weighing and spraying,42920000
maskiner til rensing påfylling pakking eller emballering av flasker eller andre beholdere,42921000
maskiner til rensing eller tørking av flasker eller andre beholdere,42921100
maskiner til påfylling eller lukning av flasker hermetikkbokser eller andre beholdere,42921200
pakke- og emballeringsmaskiner,42921300
omsnøringsmaskiner,42921310
pakkemaskiner,42921320
innpakkingsmaskiner,42921330
maskiner for veiing og vekter,42923000
maskiner for veiing,42923100
skålvekt,42923110
vekter,42923200
butikkvekter,42923210
vekter for løpende veiing av varer,42923220
kontrollvekter,42923230
centrifuges calenders or vending machines,42930000
sentrifuger,42931000
laboratoriesentrifuger og -tilbehør,42931100
gulvsentrifuger,42931110
benksentrifuger,42931120
innsatser til sentrifuger,42931130
roterende utstyr til sentrifuger,42931140
kalandere,42932000
valsemaskiner,42932100
automater,42933000
automater for salg av hygieneartikler,42933100
frimerkeautomater,42933200
automater for salg av varer,42933300
machines for heat treatment of materials,42940000
maskiner til varmebehandling av gass,42941000
ovner og tilbehør,42942000
vakuumovner,42942200
termostatbad og tilbehør,42943000
avkjølingsspoler,42943100
ultralydbad,42943200
immersjonstermostater,42943210
immersjonsavkjølere,42943300
avkjøler og avkjøler/varmesirkulator,42943400
resirkulerte avkjølere,42943500
høytemperaturs-sirkulatorer,42943600
varmesirkulatorer,42943700
badedeksel,42943710
parts for general purpose machines,42950000
deler til sentrifuger,42952000
deler til kalandere,42953000
deler til valsemaskiner,42954000
deler til filtreringsmaskiner,42955000
deler til rensemaskiner,42956000
deler til sprøytemaskiner,42957000
lodd til veiemaskiner,42958000
oppvaskmaskiner til storhusholdning,42959000
command and control system printing graphics office automation and information processing equipment,42960000
kommando- og kontrollsystem,42961000
adgangskontrollsystemer,42961100
scada eller lignende system,42961200
system til lokalisering av kjøretøyer,42961300
ekspedisjonssystem,42961400
trykk- og grafikkutstyr,42962000
filmfremkallingssystem,42962100
trykkpresse,42962200
grafiske arbeidsstasjoner,42962300
hektograf,42962400
graveringsmaskiner,42962500
myntpresse,42963000
kontorautomatiseringsutstyr,42964000
informasjonsbehandlingsutstyr,42965000
lagerstyringssystem,42965100
depotsystem,42965110
styreenhet,42967000
digital fjernbetjeningsenhet,42967100
diverse automater,42968000
drikkevareautomat,42968100
automater til hygieneartikler,42968200
automat til toalettpapirruller,42968300
parts for dishwashers and machines for cleaning filling packing or wrapping,42970000
deler til oppvaskmaskiner,42971000
deler til rengjøringsmaskiner,42972000
deler til påfyllingsmaskiner,42973000
deler til pakkemaskiner,42974000
deler til innpakkingsmaskiner,42975000
gas generators,42980000
ozongeneratorer,42981000
various special machines,42990000
papir- trykkeri- og bokbinderimaskiner samt tilhørende deler,42991000
bokbindingsmakiner,42991100
maskiner til hefting av bøker,42991110
trykkemaskiner,42991200
offsettrykkemaskiner,42991210
settemaskiner,42991220
billettrykkemaskiner,42991230
fotosettingssystem,42991300
tørkere til tre papirmasse papir eller papp,42991400
deler til trykke- eller bokbindingsmaskiner,42991500
elektriske apparater til spesialoppgaver,42992000
faradays skjerm,42992100
ekkofritt rom,42992200
elektromagnetisk absorberende materiale,42992300
maskiner til den kjemiske industri,42993000
kloringsanlegg,42993100
doseringsanlegg,42993200
maskiner til bearbeiding av gummi eller plast,42994000
maskiner til fremstilling av plastvinduer og -vindusrammer,42994100
maskineri for plastarbeider,42994200
lamineringstilbehør,42994220
laminatorer,42994230
diverse rengjøringsmaskiner,42995000
vasketunnel,42995100
maskiner til strandrengjøring,42995200
maskiner for avløpsrensing,42996000
kverner,42996100
pumper for avløpsrensing,42996110
avløpspresser,42996200
skrapere,42996300
mikseraggregater,42996400
avløpsfitre,42996500
oksygeneringsutstyr,42996600
bunnfellingsapparat,42996700
bunnfellingstank,42996800
slambehandlingsutstyr,42996900
rørledningsutstyr,42997000
maskiner til innvendig inspeksjon av rørledningers overflate,42997100
maskiner til innvendig rengjøring av rørledningers overflate,42997200
industriroboter,42997300
pallegripesystem,42998000
palleoppsamlingssystem,42998100
støvsugere og bonemaskiner til industriell bruk,42999000
støvsugere til industriell bruk,42999100
industriell gulvbonemaskiner,42999200
deler til industristøvsugere,42999300
deler til industrielle gulvbonemaskiner,42999400
machinery for mining quarrying construction equipment,43000000
equipment for mining,43100000
machines for coal or stone cutting and tunneling as well as drilling or sinking machines,43120000
maskiner til boring av brønner,43121000
betjeningsverktøy til brønnhode,43121100
returledningskobling,43121200
utstyr til klargjøring av borehull,43121300
intervensjonsutstyr til borehull,43121400
testutstyr til borehull,43121500
sikkerhetsventiler og -apparater (bop),43121600
maskiner til kull- eller steinkutting,43122000
tunneldrivemaskiner,43123000
boremaskiner,43124000
fjellboremaskiner til tunneldriving,43124100
steinboremaskiner,43124900
synkemaskiner,43125000
drilling equipment,43130000
offshore produksjonsplattformer,43131000
offshoreutstyr,43131100
offshore boreenhet,43131200
oljeboringsutstyr,43132000
boremaskiner,43132100
borerigg,43132200
bor,43132300
rørledningsutstyr,43132400
rørledningsoppheng,43132500
utstyr til oljeplattformer,43133000
glideenheter,43133100
moduler montert på meier,43133200
maskiner til oljefelt,43134000
nedsenkbare pumper,43134100
undervannsutstyr,43135000
undervannsbetjeningssystemer,43135100
borehullsutstyr,43136000
mobile hydraulic piles for use in mines,43140000
earthmoving and digging machines and associated parts,43200000
earth moving machines,43210000
bulldosere,43211000
angledosere,43212000
road scrapers and graders,43220000
veihøvler,43221000
scraping machines,43230000
stamping machines,43240000
front loaders,43250000
frontlastere med skovl,43251000
frontlastere uten skovl,43252000
excavators and loading machines as well as mining machines,43260000
gravemaskiner,43261000
lastemaskiner,43261100
ugravingsmaskineri,43262000
mekaniske gravemaskiner,43262100
construction machinery and equipment,43300000
machines for building and construction activities,43310000
rambukk,43311000
maskiner til veilegging,43312000
planeringsmaskiner,43312100
fresere,43312200
maskiner til brolegging,43312300
veitromler,43312400
mekaniske tromler,43312500
snøploger og snøfresere,43313000
snøploger,43313100
snøfresere,43313200
påleoppdragere,43314000
komprimeringsmaskiner,43315000
kabelleggingsmaskiner,43316000
construction equipment for building and construction work,43320000
bruopphengningsutstyr,43321000
demonteringsutstyr,43322000
kunstvanningsutstyr,43323000
dreneringsutstyr,43324000
utstyr til svømmebassenger,43324100
utstyr til parker og lekeplasser,43325000
utstyr til vedlikehold av utendørs arealer,43325100
prefabrikert utstyr,43327000
hydrauliske installasjoner,43328000
hydraulisk utstyr,43328100
utstyrssett,43329000
machines for mineral processing and the production of moulds,43400000
machines for mineral processing,43410000
sorterings- og siktemaskiner,43411000
maskiner til blanding av tilslagsmaterialer og bitumen,43412000
betong- eller mørtelblandere,43413000
sementblandere,43413100
slipemaskiner,43414000
kullknusemøller,43414100
støpeformer,43415000
machines for the production of moulds,43420000
rail-laying vehicle,43500000
parts for mining machinery quarrying machinery and construction machinery,43600000
parts for drilling machines,43610000
deler til brønnboringsmaskiner,43611000
bruplugg (-pakning stenge-),43611100
industrielle borekroner,43611200
boreringer,43611300
boregjenger av jern,43611400
rotasjonsbord,43611500
opphengsutstyr for slamledninger,43611600
sammenbindingsutstyr,43611700
deler til brønntappingsutstyr,43612000
røroppheng foringsrørhenger,43612100
røropphengsutstyr,43612200
strekkmaskin for produksjonsstigerør,43612300
brønnhoder,43612400
sammenbindingsutstyr til produksjonsstigerør,43612500
styringssystem til brønnhoder,43612600
brønnhodeutstyr,43612700
heve systemer til boreplattformer,43612800
deler til kull- eller steinkuttemaskiner,43613000
deler til kullkuttemaskiner,43613100
deler til steinbrytingsmaskiner,43613200
deler til tunnelboremaskiner,43614000
parts for mineral processing machines,43620000
parts for sinking machines,43630000
parts for digging equipment,43640000
machines for the metal industry and associated parts,43700000
metal rolling machines,43710000
deler til metallvalsemaskiner,43711000
casting machines,43720000
deler til støpemaskiner,43721000
workshop equipment,43800000
woodworking equipment,43810000
pussemaskiner,43811000
sagutstyr,43812000
equipment for shoe manufacturing,43820000
machine tools,43830000
blacksmith tools,43840000
construction structures and material; spare products for construction (except electrical appliances),44000000
materials for building and construction work and related items,44100000
building materials,44110000
byggematerialer,44111000
murstein,44111100
sement,44111200
boresement,44111210
keramikk,44111300
maling og veggbekledninger,44111400
isolering og isoleringstilbehør,44111500
isolering,44111510
elektriske isoleringer,44111511
varmeisolasjonsmateriale,44111520
elektriske isoleringsdeler,44111530
isolerglass,44111540
blokker,44111600
fliser,44111700
mørtel,44111800
keramikkheller,44111900
diverse bygningskonstruksjoner,44112000
leskur,44112100
deler til leskur,44112110
profildeler,44112120
gulvbelegg,44112200
harde gulv,44112210
dobbeltgulv,44112220
linoleum,44112230
parkett,44112240
skillevegg,44112300
skillevegger,44112310
tak,44112400
takkonstruksjoner,44112410
takbjelker,44112420
takstoler,44112430
takdekningsmaterialer,44112500
takspon shingel,44112510
lydisoleringsmaterialer,44112600
bjelker,44112700
veibygningsmaterialer,44113000
brulegningsmaterialer,44113100
fliser til brolegging,44113120
brustein,44113130
steinmaterialer til veibygging,44113140
steinheller,44113200
belagte materialer,44113300
belagte veimaterialer,44113310
belagte steinmaterialer til veibygging,44113320
bestrykningsmaterialer,44113330
glassperler,44113500
bitumen og asfalt,44113600
bitumen,44113610
asfalt,44113620
materialer til utbedring av veier,44113700
veileggingsmaterialer,44113800
overflatebehandling,44113810
materialer til veivedlikehold,44113900
materialer til vintervedlikehold,44113910
betong,44114000
ferdigblandet betong,44114100
betongprodukter,44114200
betongpæler,44114210
betongrør og -armatur,44114220
betongheller,44114250
armatur til bygninger,44115000
kanalrør,44115100
material til sanitæranlegg og varmeinstallasjoner,44115200
materialer til sanitæranlegg,44115210
materialer til varmeinstallasjoner,44115220
overlys,44115400
sprinklersystemer,44115500
trappeheiser,44115600
utendørs sjalusier,44115700
baldakiner,44115710
armatur til innendørs bruk,44115800
gardinskinner og gardiner,44115810
gardinskinner,44115811
solbeskyttelsesanordninger,44115900
main sewer lines,44130000
spillvannskamre,44131000
kulvertelementer,44132000
sluttmuffer av strekkbart jern,44133000
bøyninger knerør,44134000
products in connection with construction materials,44140000
ledere,44141000
elektriske ledninger,44141100
rammer,44142000
paller,44143000
stolper,44144000
pipeline pipe systems pipes feeding pipes pipeline systems and related items,44160000
rørledninger,44161000
gassrørledninger,44161100
gassledningsnett,44161110
vannledninger,44161200
undervannsrørledning,44161400
undersjøiske rørledninger,44161410
høytrykksrørledning,44161500
lavtrykksrørledning,44161600
rørrensere,44161700
rørrenserutløsere,44161710
rørrensermottakere,44161720
endestasjoner for rørrensere,44161730
rørsystem,44162000
leveranser til rørsystemer,44162100
distribusjon rørsystemer,44162200
utløpsrørsystemer,44162300
kummer av forglasset leire,44162400
rørledninger til drikkevann,44162500
rør og armatur,44163000
rør,44163100
dreneringsrør,44163110
avløpsrør,44163111
dreneringssystem,44163112
fjernvarmerørledninger,44163120
varmerør,44163121
spillvannsrør,44163130
damp- og vannrør,44163140
lavtrykksrør,44163150
distribusjonsrør og tilbehør,44163160
rørbeslag,44163200
rørklemmer,44163210
rørkoblinger,44163230
rørskøter,44163240
isolerende forbindelser,44163241
fôringsrør og rørledninger,44164000
fôringsrør,44164100
tuber,44164200
røremner,44164300
tuber og beslag,44164310
slanger stigerør og hylser,44165000
slanger,44165100
boreslanger,44165110
stigerør,44165200
bøyelige stigerør,44165210
hylser,44165300
rørmateriale til oljeindustrien,44166000
diverse rørarmaturer,44167000
koplinger,44167100
flenser,44167110
flenstilpasninger,44167111
reparasjonstvinger og krager,44167200
rørbøyninger t-rør og rørarmatur,44167300
vinkler,44167400
sheets flakes strips and foil in connection with construction materials,44170000
plater (konstruksjon),44171000
flak (konstruksjon),44172000
remser,44173000
folie,44174000
paneler,44175000
film,44176000
various construction materials,44190000
diverse konstruksjonsmateriell i tre,44191000
kryssfiner,44191100
laminert tre,44191200
sponplater,44191300
fiberplater,44191400
komprimert tre,44191500
parkettplater,44191600
andre diverse konstruksjonsmateriell,44192000
pvc-skum,44192100
spiker,44192200
structural products,44200000
structures and parts of structures,44210000
prefabrikkerte bygninger,44211000
moduloppbygde og mobile brakker,44211100
brakker og hytter,44211110
små brakker,44211200
feltsykehus,44211300
feltkjøkkener,44211400
veksthus,44211500
strukturprodukter og deler bortsett fra prefabrikkerte bygninger,44212000
bro,44212100
broseksjoner,44212110
brostrukturer,44212120
tårn fagverksmaster løftekraner og master,44212200
løftekraner,44212210
boretårn,44212211
stasjonære boretårn,44212212
pyloner master og påler,44212220
ledningsmaster,44212221
el ledningsmaster,44212222
maststøtter,44212223
master til luftledninger,44212224
påler,44212225
elmaster,44212226
påler,44212227
tårn,44212230
vanntårn,44212233
dragere,44212240
master,44212250
radio- og fjernsynsmaster,44212260
radiomaster,44212261
fjernsynsmaster,44212262
fagverksmaster,44212263
strukturer og deler,44212300
stillaser,44212310
hvelvstivere,44212311
hvelvpæler,44212312
støttekonstruksjoner,44212313
braketter til rørledningsopphengninger,44212314
materiell til stillaser,44212315
bueklemmer,44212316
stillaskonstruksjoner,44212317
støtte til rørledninger,44212318
diverse strukturer,44212320
busskur,44212321
telefonbokser,44212322
sikkerhetsskjermer,44212329
deler av strukturer,44212380
kledning,44212381
overløpsporter/damluker,44212382
sluseporter,44212383
sluser,44212390
sluseporter,44212391
spunter,44212400
spuntvegger,44212410
bøyer og seksjoner,44212500
bøyer,44212510
seksjoner,44212520
building timber,44220000
vinduer dører og tilbehør,44221000
vinduer,44221100
vinduskarmer,44221110
vinduer/enheter med dobbeltglass,44221111
vindusdører,44221120
dører,44221200
dørblad,44221210
dørkarmer,44221211
nettdører,44221212
dørstokker,44221213
branndører,44221220
skyvedører,44221230
garasjeporter,44221240
porter,44221300
adgangsporter,44221310
skodder,44221400
dørstokker,44221500
carpentry items,44230000
ferdiglagete gjerdeplater,44231000
taksperrer av tre,44232000
trapper,44233000
cables metal wire and related products,44300000
metal wire products,44310000
ståltrådskabel,44311000
inngjerdingstråd,44312000
piggtråd,44312300
metallnett,44313000
gjerde av trådnett,44313100
metall duk,44313200
valsetråd,44315000
sveisetilbehør,44315100
sveisematerialer,44315200
materialer til lodding eller slaglodding,44315300
materialer til lodding,44315310
materialer til slaglodding,44315320
jernvarer,44316000
ambolter,44316100
feltsmie,44316200
rister,44316300
metallprodukter,44316400
smedprodukter,44316500
grovsmidde produkter,44316510
stropper av jern eller stål,44317000
ledere,44318000
cable and associated products,44320000
kabel,44321000
tilbehør til kabler,44322000
kabelrør,44322100
kabelkoplinger,44322200
kabelkanal -rør,44322300
festeanordninger til kabler,44322400
bars rods wires and profiles for use in construction,44330000
barrer,44331000
stenger (konstruksjon),44332000
ledninger,44333000
profiler,44334000
various manufactured products and accessories,44400000
bathroom and kitchen items,44410000
sanitetsvarer,44411000
tappekraner,44411100
badekar,44411200
håndvasker,44411300
dusjkabinett,44411400
bideer,44411600
toalettseter toalettlokk toalettskåler og toalettsisterner,44411700
toalettseter,44411710
toalettlokk,44411720
toalettskåler,44411740
cisterner,44411750
urinaler,44411800
goods and articles used in construction,44420000
pansrede eller forsterkede pengeskap bokser og dører,44421000
pengeskap safer,44421300
pansrede eller forsterkede dører,44421500
bankboksskap,44421600
bokser og skap,44421700
skap til bagasjeoppbevaring,44421710
låsbare skap,44421720
bankbokser,44421721
sikkerhetsbokser,44421722
sikrede dokumentkasser bankbokser,44421780
pengekasser,44421790
postkasser,44422000
diverse artikler,44423000
ringelokker,44423100
stiger,44423200
sammenleggbare trappestiger,44423220
trappestol,44423230
godshåndterings utstyr,44423300
godsplattformer,44423330
ståltaustilbehør for godshåndtering,44423340
skilt og tilbehør,44423400
navneskilt,44423450
adresseskilt,44423460
elements for street wells and sumps,44423700
protective cap,44423710
border boxes,44423720
basin fittings,44423730
bucket lid,44423740
drain covers,44423750
access covers inspection hatches,44423760
step iron for basins,44423790
metal stamps,44423800
rubber stamps,44423810
shapes,44423850
sacrificial anodes,44423900
fuse box and tape,44424000
safety cabinet,44424100
adhesive tape,44424200
reflective tape,44424300
rings seals bands sticks and trowels,44425000
elastic rings,44425100
self-adhesive reinforcement rings,44425110
rubber gaskets,44425200
rubber band,44425300
sealing compounds,44425400
plastic stick,44425500
body armor,44430000
cover plates,44431000
storage,44440000
microbeads,44441000
ball bearings,44442000
mild steel,44450000
unmarked coin,44451000
coin boxes,44452000
supports and mine braces,44460000
supports,44461000
mining supports,44461100
mining braces,44462000
tracks for crawler tractors caterpillars,44464000
cast iron products,44470000
various fire protection equipment,44480000
platform ladders,44481000
fire escapes,44481100
fire protection devices,44482000
fire hoses,44482100
fire hydrants,44482200
tools locks keys hinges fasteners chains and springs,44500000
tool,44510000
hand tools,44511000
shovels and buckets/shovels,44511100
spades,44511110
drawers/shovels,44511120
garden grip,44511200
root axes pickaxes hoes rakes and beach rakes,44511300
root axes,44511310
pickaxes,44511320
hoes,44511330
river,44511340
beach drifter,44511341
axes,44511400
hand saw,44511500
blade for handsaw,44511510
various hand tools,44512000
chisels,44512100
tongs,44512200
crimping pliers,44512210
hammers,44512300
wire clamps,44512400
wrenches,44512500
tools for road work,44512600
rivets for breaking through road surfaces,44512610
file or grate,44512700
screwdriver,44512800
drill bits screwdriver bits and other accessories,44512900
drill bit/drill bit,44512910
screwdriver bits,44512920
tool boxes,44512930
tool kit,44512940
pedal tool,44513000
tool handles and parts,44514000
tool handle,44514100
tool parts,44514200
locks keys and hinges,44520000
various padlocks and locks,44521000
locks,44521100
door locks,44521110
electronic safety lock,44521120
reinforced security lock,44521130
locks for furniture,44521140
padlocks and chains,44521200
padlocks,44521210
haspers parts for locks and keys,44522000
gasps,44522100
keys,44522200
parts for padlocks,44522300
parts for locks,44522400
hinges fittings and fittings,44523000
hinges,44523100
fittings,44523200
armature,44523300
parties,44530000
fastening devices with threads,44531000
wood screws,44531100
hook screw and ring screws,44531200
self-drilling screws,44531300
bolts,44531400
flanged joint assemblies,44531500
bolts and screws,44531510
wood bolts and screws with a square or hexagonal head,44531520
nuts,44531600
articles with threads of iron or steel,44531700
fasteners without threads,44532000
rivets,44532100
stop discs,44532200
splinters,44532300
lazer made of steel,44532400
fastening devices made of copper,44533000
chains,44540000
articulated chain,44541000
parts for chains,44542000
spring,44550000
tanks reservoirs and containers; central heating radiators and hot water tanks,44600000
tanks reservoirs containers and pressure tanks,44610000
mind,44611000
air bottles,44611100
compressed air bottles,44611110
inhaler,44611200
storage tanks,44611400
oil tanks,44611410
sludge tanks,44611420
water tanks,44611500
reservoirs,44611600
containers for liquefied gases,44612000
gas cylinders,44612100
gas containers,44612200
large containers,44613000
refrigerated containers,44613200
water chambers,44613210
standard shipping containers,44613300
storage containers,44613400
water containers,44613500
containers on wheels,44613600
avfallscontainere,44613700
søppelkontainere,44613800
tønner,44614000
lagerbeholdere,44614100
container-lagringssystem,44614300
stablemaskiner,44614310
trykkbeholdere,44615000
trykkbeholdere av stål,44615100
tromler,44616000
tromler til avfall,44616200
bokser,44617000
kartonger,44617100
målekasse,44617200
prefabrikkerte kasser,44617300
lette containere korker topper til containere kar og lokk,44618000
lette beholdere,44618100
korker stoppere deksler og lokk til containere,44618300
korker,44618310
stoppere,44618320
lokk til beholdere,44618330
lokk,44618340
plastkapsler,44618350
hermetikkbokser,44618400
konserveringsbokser,44618420
kar,44618500
andre beholdere,44619000
esker,44619100
kabeltromler,44619200
kasser,44619300
fat,44619400
pallebokser,44619500
central heating system radiators and boilers and parts for these,44620000
radiatorer og kjeler,44621000
radiatorer,44621100
radiatorer til sentralvarmeanlegg,44621110
ikke- elektrisk oppvarmede radiatorer til sentralvarmeanlegg,44621111
deler til sentralvarmeanleggradiatorer,44621112
kjeler,44621200
vannkjeler,44621210
kjeler til sentralvarmeanlegg,44621220
deler til sentralvarmeanleggkjeler,44621221
varmegjenvinningsanlegg,44622000
varmegjenvinningsutstyr,44622100
paint varnish and mastic,44800000
paints,44810000
veimaling,44811000
kunstnerfarger,44812000
emaljer og lasur,44812100
olje- og vannbaserte malinger,44812200
oljemalinger,44812210
vannbaserte malinger,44812220
farger til undervisningsbruk,44812300
fargeeske,44812310
plakatfarger,44812320
tilbehør til utsmykking,44812400
varnishes,44820000
mastic filler putty and solvent,44830000
mastiks sparkelmasse og kitt,44831000
mastiks,44831100
sparkelmasse,44831200
kitt,44831300
injiseringsmørtel puss,44831400
oppløsningsmidler,44832000
